,Company Name,Last Price,% Chg,52 wkHigh,52 wkLow,Market Cap(Rs. cr)
104,Vanta Bioscienc ,162.0,-0.74,195.5,88.35,102.25
105,Source Natural ,147.1,0.62,189.0,46.0,94.69
106,Samrat Pharma ,277.5,5.59,285.0,65.0,85.74
107,Natural Capsule ,135.0,-3.5,151.5,41.3,84.14
108,Gennex Labs ,6.42,-1.68,8.35,2.5,81.21
109,Denis Chem Lab ,52.9,4.65,61.6,30.15,73.41
110,Aarey Drugs ,30.8,3.53,42.0,11.5,72.02
111,Auro Labs ,95.9,1.64,128.4,35.15,59.77
112,Kerala Ayur ,53.4,-2.02,82.7,42.0,56.37
113,BDH Industries ,95.5,1.0,114.0,56.95,54.98
114,Deccan Health C ,34.95,0.29,52.8,21.0,54.92
115,Medi-Caps ,42.9,0.35,47.45,9.17,53.5
116,Vista Pharma ,13.2,-1.05,17.57,7.01,48.57
117,Panchsheel Org ,93.75,0.81,108.0,42.0,47.02
118,Godavari Drugs ,57.9,3.12,67.95,14.4,43.6
119,Fervent Synergi ,14.05,-4.36,19.3,7.22,42.15
120,Zenith Health ,7.11,-1.93,15.38,0.89,38.21
121,Cian Healthcare ,15.1,-4.97,23.6,10.25,35.27
122,Lactose India ,29.25,-3.62,41.75,16.2,33.45
123,Sunil Health ,32.3,2.7,43.75,17.0,33.12
124,DECIPHER LABS ,32.35,1.73,41.95,18.25,32.67
125,Vivanza Bio ,81.65,-4.95,180.35,12.45,32.66
126,Sandu Pharma ,46.0,-1.18,52.5,14.0,32.57
127,Vasundhara Ras ,86.0,3.24,103.9,27.1,27.33
128,Concord Drugs ,30.1,-4.9,44.95,12.65,26.32
129,Ind-Swift ,4.32,4.85,4.95,1.86,23.4
130,Pharmasia ,34.0,3.66,42.7,15.25,23.21
131,Ortin Labs ,28.3,-3.41,34.95,10.5,23.01
132,Pharmaids Pharm ,19.5,4.78,19.5,2.73,20.11
133,Parnax Lab ,22.8,-4.8,39.05,14.7,19.39
134,Relish Pharma ,97.85,-1.95,108.05,24.65,15.32
135,Kobo Biotech ,6.4,1.91,10.41,1.85,15.25
136,Link Pharmachem ,33.0,2.64,47.8,11.41,14.65
137,Syschem India ,6.77,-0.44,9.45,5.44,14.58
138,Syncom Health ,3.09,-4.92,4.18,1.03,12.36
139,Parenteral Drug ,4.02,4.96,4.02,2.6,11.99
140,Emmessar Biotec ,20.05,4.92,28.99,10.46,10.02
141,Roopa Ind ,12.23,4.98,14.95,7.61,9.62
142,Sanjivani Paren ,11.2,-1.75,11.55,5.66,9.52
143,Brawn Pharma ,31.5,2.11,32.35,19.05,9.45
144,Aayush Food,28.25,-2.42,72.95,21.58,9.17
145,Ishita Drugs ,29.8,0.0,35.2,12.97,8.91
146,Nutraplus India ,2.41,4.78,8.35,2.19,8.22
147,Span Diagnostic ,14.21,-4.95,17.8,8.66,7.76
148,Trimurthi ,8.46,4.96,8.46,1.89,6.85
149,Guj Terce Labs ,9.09,4.97,10.27,6.7,6.75
150,Colinz Labs ,12.96,4.94,16.1,4.8,5.92
151,Alchemist ,3.58,0.0,11.69,1.99,4.85
152,Chemo-Pharma ,29.4,-4.85,35.7,6.49,4.41
153,Hind BioScience ,4.09,4.87,5.12,1.0,4.19
154,Bacil Pharma ,6.68,4.87,6.68,2.17,3.93
155,Unjha Formula ,8.6,1.18,10.26,5.31,3.85
156,Beryl Drugs ,5.79,4.89,9.9,3.52,2.94
157,Welcure Drugs ,2.14,1.9,2.26,0.42,2.89
158,Advik Labors ,1.01,0.0,1.01,0.37,1.93
159,Rubra Medicamen ,2.19,4.29,2.79,1.18,1.2
0,Scanpoint Geo ,15.75,2.87,23.2,12.66,77.84
1,Jindal Photo ,62.95,1.21,90.2,10.55,64.58
2,Choksi Imaging ,23.6,4.42,26.7,9.36,9.2
0,Apollo Pipes ,1179.0,1.34,1196.0,286.0,1545.6
1,PPL ,138.1,1.54,144.5,33.1,330.31
2,Nahar Poly Film ,133.75,3.08,142.0,33.3,328.86
3,Mitsu Chem Plas ,210.75,4.98,210.75,67.0,254.43
4,Sintex Plastics ,3.24,0.31,4.6,1.09,206.11
5,Shish Industrie ,75.0,4.97,75.0,15.86,75.82
6,Machino Plastic ,91.0,1.11,115.0,41.8,55.84
7,Dhabriya Poly ,48.8,-1.71,60.75,24.5,52.82
8,Polyspin Export ,51.3,-1.44,66.0,22.78,51.3
9,Guj Petrosynth ,37.0,1.93,38.25,5.43,22.09
10,Guj Craft Ind ,40.45,1.25,49.9,16.8,19.77
11,Amco India ,32.0,0.16,38.7,15.55,13.15
12,Krishna Filamen ,3.29,-0.3,5.5,2.96,2.56
0,Kama Holdings ,7044.6,0.81,7281.0,4127.15,4545.61
1,Garware Poly ,755.0,0.14,810.0,148.95,1754.05
2,Shaily Engg ,1222.0,-4.24,1395.0,198.55,1016.51
3,Kingfa Science ,580.0,-1.95,750.0,348.6,702.41
4,Wim Plast ,432.8,3.55,529.3,279.1,519.51
5,Kkalpana Ind ,27.5,1.29,32.25,12.5,258.7
6,Captain Poly ,38.05,-1.81,45.4,22.0,191.69
7,Caprihans ,95.7,5.22,100.75,29.1,125.69
8,Commercial Syn,100.15,-0.79,141.1,36.1,118.35
9,Arrow Greentech ,74.1,1.02,87.05,30.35,104.39
10,Premier Polyfil ,38.6,-1.28,55.9,17.6,80.86
11,Tokyo Plast ,71.95,0.91,86.5,48.0,68.36
12,Tainwala Chem ,66.9,-2.69,93.45,34.15,62.64
13,Bright Brothers ,86.85,6.11,99.0,47.05,49.33
14,Vinyoflex ,30.65,4.25,37.65,15.25,13.24
15,CDG PETCHEM ,21.0,0.0,39.0,17.85,6.46
16,Kuwer Ind ,6.56,-0.15,7.24,3.06,5.95
17,Axel Polymers ,12.9,-0.69,14.69,6.9,5.55
0,Supreme Ind ,2113.3,3.04,2174.3,875.0,26844.59
1,Nilkamal ,1960.9,2.3,2071.6,969.5,2926.16
2,Time Techno ,78.9,4.57,82.45,27.8,1784.3
3,Mold-Tek Pack ,470.55,5.71,477.0,162.45,1313.09
4,Acrysil India ,322.45,0.08,398.4,58.75,860.78
5,Pil Italica ,13.8,3.37,19.3,3.5,324.3
6,Prima Plastics ,110.3,19.96,110.3,27.25,121.34
7,OK Play ,22.25,-1.98,32.45,14.55,42.74
8,National Plasti ,25.75,-3.74,29.7,16.4,23.51
9,MPL Plastics ,5.21,4.83,6.1,2.89,6.51
0,Hitech Corp ,144.8,1.9,154.85,50.15,248.7
1,TPL Plastech ,224.95,1.95,249.45,75.0,175.47
2,Innovative Tech ,17.45,-0.29,24.15,7.6,39.2
3,Pearl Polymers ,15.2,-3.31,23.0,9.76,25.59
4,Jauss Polymers ,4.15,-4.6,7.46,3.42,1.92
5,Swadeshi Ind ,0.96,0.0,1.14,0.28,1.04
0,Hind Adhesives ,107.55,1.46,152.8,55.0,55.03
0,Sintex Ind ,3.5,-2.51,5.65,0.89,209.73
1,Xpro India ,121.95,-4.99,149.3,15.3,144.07
0,Astral Poly Tec ,1589.0,0.45,1987.5,576.0,31924.24
1,Finolex Ind ,157.05,3.8,158.0,71.04,9744.59
2,Prince Pipes ,542.1,2.47,559.0,75.0,5964.5
3,Jain Irrigation ,18.75,-1.83,26.35,6.35,930.69
4,Kriti Ind ,70.85,-1.19,92.95,12.5,351.44
5,Dutron Polymers ,154.15,4.97,158.7,87.5,92.49
6,Texmo Pipes ,29.9,4.91,33.65,9.46,87.29
7,Kisan Mouldings ,14.37,-0.21,19.96,6.51,48.66
8,JISL ,13.37,2.85,17.38,6.17,25.8
9,Tijaria Polypip ,7.25,3.57,9.9,4.96,20.75
10,Kunststoffe Ind ,25.0,4.17,27.95,3.6,17.23
11,Arcee Ind ,5.9,-1.5,7.29,2.41,3.03
12,Ashish Polyplas ,7.8,-4.88,10.0,3.33,2.65
0,Gujarat Pipavav ,94.05,2.17,117.75,53.0,4546.75
1,Dredging Corp ,371.2,2.3,456.95,207.6,1039.36
0,Adani Trans ,1061.1,1.07,1147.0,167.2,116700.85
1,Power Grid Corp ,221.0,0.45,239.0,153.3,115618.13
2,NTPC ,104.25,1.61,114.75,78.1,101087.74
3,Adani Power ,95.55,0.84,109.0,29.05,36853.05
4,Tata Power ,99.85,1.01,114.95,27.0,31905.47
5,NHPC ,24.1,-0.62,26.65,19.4,24208.53
6,Torrent Power ,396.0,-0.1,434.9,291.5,19032.42
7,JSW Energy ,110.35,0.68,113.35,36.35,18128.15
8,IEX ,380.0,2.63,392.45,140.0,11383.15
9,SJVN ,25.15,-0.2,28.65,19.1,9883.43
10,IndiGrid InvIT,126.99,0.47,144.0,86.58,8891.58
11,CESC ,629.7,3.57,730.0,534.0,8347.12
12,NLC India ,48.0,0.73,59.75,40.2,6655.86
13,Sterling & Wils ,307.0,1.93,343.5,106.5,4923.05
14,PTC India ,83.45,2.83,91.8,32.85,2470.19
15,Jaiprakash Pow ,3.1,-0.96,4.26,0.67,2124.57
16,Rattanindia Ent ,11.18,4.98,11.47,1.48,1545.38
17,Rattan Power ,2.86,4.76,4.48,1.08,1535.85
18,Reliance Power ,5.32,9.92,5.68,1.66,1492.33
19,Reliance Infra ,50.75,19.41,51.0,14.95,1334.67
20,Nava Bharat Ven ,84.75,8.1,85.9,33.6,1217.41
21,Guj Ind Power ,76.7,1.86,94.5,52.55,1160.1
22,BF Utilities ,285.25,0.64,317.65,135.5,1074.47
23,Ravindra Tradin ,31.5,-2.93,43.05,20.8,376.83
24,Urja Global ,6.09,1.0,9.48,1.48,339.34
25,GVK Power ,1.74,4.82,4.6,1.58,274.78
26,Orient Green ,1.99,-0.5,3.69,1.67,149.39
27,Energy Dev ,8.6,0.47,16.8,4.43,40.85
28,Indowind Energy ,3.52,1.15,5.85,2.01,31.59
29,S E Power ,3.9,-4.65,5.49,1.88,15.84
30,Gita Renewable,35.25,1.88,35.25,5.49,14.5
31,Karma Energy ,12.45,1.55,25.17,7.6,14.4
32,Veer Energy ,8.04,-1.59,14.4,5.35,9.25
33,Urja Global-RI ,1.83,2.81,5.0,1.62,9.15
34,Suryachakra Pow ,0.4,2.56,0.74,0.28,5.99
35,Sun Source ,2.02,4.12,2.02,1.7,2.91
0,Indiamart Inter ,7727.4,-2.57,9951.95,2036.35,23463.27
1,Navneet ,74.85,0.13,95.1,65.5,1713.1
2,JagranPrakashan ,54.65,0.92,67.7,29.55,1520.26
3,DB Corp ,83.8,2.89,107.0,59.0,1466.17
4,MPS ,619.0,2.63,640.4,218.85,1117.31
5,Sandesh ,667.35,1.89,818.0,415.0,505.15
6,HT Media ,21.2,-4.93,30.65,10.01,493.43
7,Hindustan Media ,60.5,-2.02,75.95,38.1,445.71
8,Repro India ,337.95,-1.23,463.2,324.0,408.55
9,S Chand and Co ,98.0,-0.81,134.0,41.25,342.76
10,Sambhaav Media ,2.05,-0.49,3.15,1.54,39.18
11,Next Mediaworks ,4.33,-4.84,8.29,3.38,28.96
12,Infomedia Press ,3.83,2.13,4.45,1.81,19.22
13,Cyber Media ,10.55,-1.86,20.35,2.5,16.53
14,Diligent Media,1.07,4.9,1.07,0.33,12.59
15,Olympic Cards ,2.46,4.68,4.91,2.25,4.01
0,Kokuyo Camlin ,55.4,0.73,75.35,43.25,555.68
1,Linc PenandPlas ,149.15,-1.62,195.35,121.15,221.82
2,Gala Global Prd ,26.0,-0.76,64.2,25.0,141.93
3,Unick Fix-A- Fo ,28.75,-1.88,32.25,19.05,15.77
0,SAB Events ,1.15,0.0,1.58,1.01,1.21
0,Texmaco Rail ,25.65,-0.58,38.7,20.2,642.13
1,Titagarh Wagons ,46.4,-1.38,62.25,28.65,553.96
0,CRISIL ,1890.0,1.79,2125.0,1355.0,13736.79
1,ICRA ,3320.0,-0.99,3985.0,2200.0,3204.21
2,CARE Ratings ,507.3,1.56,588.0,296.05,1494.57
0,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available
0,S V Global Mill ,34.4,4.08,49.35,26.6,62.21
0,BPCL ,416.0,-1.45,482.4,291.75,90240.91
1,IOC ,91.55,0.77,105.0,71.15,86186.62
2,HPCL ,235.85,0.55,259.2,163.3,34336.12
3,MRPL ,43.45,0.58,46.0,25.0,7615.04
4,Chennai Petro ,108.25,-2.08,132.55,47.7,1611.97
0,Orient Refract ,328.0,3.8,332.65,129.5,3940.57
1,Vesuvius India ,1064.7,0.22,1187.05,831.05,2160.92
2,IFGL Refractory ,372.85,-0.12,395.0,92.5,1343.73
3,Morganite India ,829.9,-0.06,1164.0,666.58,464.74
4,Orient Abrasive ,26.0,5.69,29.35,12.0,311.06
5,Raasi Refract ,7.87,1.94,9.34,2.87,3.71
0,General Insuran ,204.9,0.15,243.7,116.0,35947.66
0,Adani Green Ene ,1036.5,1.72,1341.6,198.85,162110.08
0,Avenue Supermar ,2897.6,1.37,3328.0,1900.0,187699.19
1,Trent ,780.05,0.37,945.0,401.75,27729.8
2,Aditya Birla F ,179.65,2.45,223.55,97.05,16038.43
3,V-Mart Retail ,2724.1,2.62,3129.4,1514.15,5368.15
4,Future Retail ,51.45,0.59,168.0,40.6,2790.05
5,Shoppers Stop ,199.9,-0.15,269.6,124.34,2186.08
6,AFL ,135.5,4.07,188.8,107.95,1537.77
7,AB F&R-PP ,146.65,0.58,186.45,62.0,1312.77
8,Spencer Retail ,69.8,-2.45,106.21,65.75,629.17
9,Future Ent DVR ,12.89,-2.57,23.7,9.13,585.49
10,Future Ent ,9.58,-1.03,22.25,7.61,435.82
11,V2 Retail ,108.95,2.64,154.8,43.6,371.57
12,Future Market ,15.4,-4.41,32.55,11.95,88.62
13,White Organic ,32.6,-9.44,86.83,29.8,35.56
14,Mandhana Retail ,11.46,-1.72,16.13,6.16,25.31
0,Cochin Shipyard ,367.2,0.52,426.0,218.65,4830.16
1,Mazagon Dock ,203.45,1.47,242.4,145.0,4103.38
2,Garden Reach Sh ,174.3,-0.74,243.2,129.0,1996.64
3,VMS Industries ,8.27,-1.55,10.68,5.13,13.62
0,Shipping Corp ,108.1,3.4,134.6,39.15,5035.29
1,GE Shipping ,325.5,3.38,340.0,189.2,4783.76
2,Seamec ,409.9,0.09,548.0,285.3,1042.17
3,Reliance Naval,2.97,4.95,4.3,0.95,219.06
4,Essar Shipping ,7.89,-1.38,12.8,6.5,163.3
5,Hariyana Ship ,62.0,10.12,68.0,21.75,38.23
6,Mercator ,0.98,4.26,1.69,0.66,29.64
7,Chowgule Steam ,4.3,4.88,7.94,2.94,15.61
8,Global Offshore ,5.79,4.14,10.98,2.86,14.32
0,Tata Elxsi ,3545.0,1.86,3555.7,740.6,22077.0
1,Tanla Platforms ,872.0,-1.31,1030.0,61.75,11862.38
2,Nazara ,1826.35,4.94,2026.9,1101.0,5561.75
3,Subex ,53.25,0.76,62.2,3.59,2992.67
4,Newgen Software ,328.75,5.76,340.95,123.0,2299.79
5,Nucleus Softwar ,530.0,-0.91,754.4,208.65,1539.16
6,Ramco System ,491.1,1.18,784.15,64.1,1508.37
7,Accelya Kale ,900.7,-2.64,1069.0,800.5,1344.41
8,OnMobile Global ,109.5,3.11,133.6,25.1,1144.23
9,Cigniti Tech ,397.0,-0.77,506.0,246.9,1112.39
10,Saksoft ,483.55,2.57,521.3,131.1,507.24
11,Moschip Tech ,26.05,-1.88,40.45,7.42,411.57
12,63 Moons Tech ,87.85,3.11,112.4,49.5,404.8
13,aurionPro Sol ,169.6,-0.91,195.0,37.6,386.69
14,Brightcom Group ,7.56,-0.92,13.02,4.2,383.78
15,ABM Knowledg ,109.0,0.93,145.45,38.0,218.02
16,Virinchi,44.8,0.67,58.7,23.75,165.73
17,Ceinsys Tech ,139.4,-0.85,156.0,77.15,154.97
18,TechNVision ,231.0,-5.0,269.35,71.4,144.95
19,Mindteck ,50.8,-2.31,61.35,17.0,130.16
20,GSS Infotech ,71.5,5.77,76.3,19.3,121.1
21,Eco Recycling ,57.0,4.4,71.75,25.75,109.99
22,Intense Tech ,44.85,1.59,52.65,15.95,100.57
23,DRC Systems ,248.1,-5.0,355.4,10.0,95.9
24,Odyssey Tech ,48.9,-4.96,70.75,15.6,77.0
25,RS Software ,27.35,1.3,35.85,12.1,70.31
26,Globalspace Tec ,60.6,-0.74,135.85,48.0,69.43
27,Compucom Soft ,8.54,-2.51,11.3,6.66,67.57
28,Trejhara ,34.75,-1.42,51.5,4.75,41.06
29,Cybermate Info ,1.85,-0.54,2.15,0.74,18.31
30,Prithvi Exc ,19.0,-0.26,28.5,15.4,15.67
31,Lee and Nee ,2.65,3.52,3.52,0.74,14.78
32,California Soft ,8.66,-0.35,15.67,6.25,13.39
33,Parle Indus ,9.02,0.11,26.4,8.42,12.63
34,NINtec SYSTEMS,17.25,9.52,32.1,8.5,11.87
35,Ace Soft Export ,13.1,-2.53,17.0,11.25,6.13
36,Svam Software ,1.99,4.74,2.46,0.28,3.36
37,Advent Computer ,1.86,0.0,2.28,0.89,3.03
38,SIT ,0.85,1.19,1.28,0.27,2.94
39,Omni Axs Soft ,1.62,4.52,2.59,1.53,2.79
40,PFL Infotech ,3.56,-4.81,4.51,3.4,2.66
41,Twinstar Ind ,0.65,0.0,1.39,0.57,1.46
42,Hit Kit Global ,0.37,2.78,0.56,0.19,1.37
43,Funny Software ,0.37,-2.63,0.39,0.37,0.74
0,Aarti Ind ,1644.75,2.61,1654.95,850.95,28657.22
1,Atul ,8146.85,0.73,8601.0,4183.45,24104.13
2,Vinati Organics ,1730.75,1.96,1794.9,922.9,17789.0
3,Navin Fluorine ,3518.0,2.73,3565.65,1389.95,17415.23
4,Alkyl Amines ,8432.45,-0.46,8798.0,853.4,17216.17
5,Gujarat Fluoro ,800.4,0.0,841.45,280.0,8792.39
6,Balaji Amines ,2596.55,0.2,2674.25,358.25,8413.08
7,Supreme Petro ,725.0,-0.33,770.0,147.0,6816.5
8,Rossari ,1228.5,-1.16,1295.85,425.0,6749.56
9,Anupam Rasayan ,628.5,0.62,666.0,472.25,6280.12
10,Laxmi Organic ,212.0,1.92,218.0,130.0,5589.65
11,Privi Special ,975.0,9.95,990.2,412.35,3808.61
12,Guj Heavy Chem ,240.5,1.93,258.0,95.15,2285.07
13,Paushak Ltd ,7320.0,-0.16,9479.0,1790.0,2256.11
14,Camlin Fine ,169.0,9.74,169.0,35.45,2154.72
15,Neogen ,864.9,0.02,969.65,412.0,2018.21
16,Chemcon Special ,422.05,-1.09,743.8,340.0,1546.0
17,IG Petro ,463.65,-0.26,557.0,113.65,1427.8
18,Manali Petro ,81.1,2.72,84.55,13.5,1394.91
19,Apcotex Ind ,236.3,1.55,239.4,85.0,1225.1
20,Ultramarine ,394.85,0.53,412.0,147.15,1152.96
21,Clariant Chem ,436.1,0.26,608.0,288.0,1006.6
22,Fairchem Org. ,763.85,4.22,815.0,511.0,994.6
23,Black Rose Ind ,177.95,-0.59,195.0,60.5,907.55
24,Foseco India ,1390.0,4.55,1497.0,942.1,887.72
25,Fineotex Chem ,78.85,9.97,78.85,23.0,873.25
26,Dharamsi Morarj ,322.1,1.67,434.35,65.5,803.32
27,GFL ,70.2,0.14,127.85,64.0,771.15
28,Plastiblends ,227.1,-0.57,280.4,124.75,590.21
29,Kanoria Chem ,127.9,3.6,130.65,27.0,558.84
30,Jayant Agro-Org ,186.0,13.76,196.2,63.55,558.0
31,Indo Amines ,123.25,-1.28,133.85,39.8,435.67
32,Yasho Industrie ,397.0,4.9,397.35,115.0,432.7
33,DIC India ,392.7,-1.05,458.8,283.1,360.46
34,Amal ,363.1,0.71,444.0,100.25,342.22
35,Dai-Ichi Karkar ,417.1,11.12,424.0,178.25,310.79
36,Jyoti Resins ,719.05,9.81,728.45,101.0,287.62
37,Chembond Chem ,212.0,1.58,232.55,130.05,285.1
38,Titan Biotech ,336.4,4.68,351.1,45.0,277.99
39,Vinyl Chemicals ,141.85,11.39,147.0,55.6,260.11
40,Multibase India ,186.0,-2.16,239.85,90.3,234.73
41,Nitta Gelatin ,186.35,7.38,195.0,98.8,169.19
42,Seya Industries ,57.7,-2.7,120.5,36.5,153.31
43,Vikas WSP ,6.45,-4.87,7.55,3.63,131.86
44,Chemcrux Enterp ,242.0,0.02,278.9,70.2,119.46
45,Polson ,9500.0,-2.56,12198.9,6951.0,114.0
46,Narmada Gelatin ,170.25,2.93,208.0,111.1,102.99
47,Cochin Minerals ,125.3,4.07,171.9,97.0,98.11
48,Indokem ,33.45,4.86,34.3,6.46,81.37
49,India Gelatine ,95.45,3.75,117.0,79.0,67.7
50,Vikas Ecotech ,1.91,0.53,11.59,1.63,53.46
51,KELTECH Energ ,529.0,0.27,642.5,449.0,52.9
52,Kemistar Corp ,42.45,-1.16,47.1,33.6,45.67
53,Yash Chemex ,39.95,-2.32,82.85,36.0,40.92
54,Omkar Special ,10.95,-4.95,13.42,3.26,22.53
55,Daikaffil Chem ,32.45,-1.67,44.85,18.0,19.47
56,Hind Flurocarbo ,8.19,5.0,10.04,4.9,16.05
57,Crestchem ,42.0,1.69,74.75,10.47,12.6
58,Hardcastle ,183.05,0.38,247.9,141.1,12.44
59,Ram Minerals ,0.49,0.0,0.64,0.49,10.08
60,CJ Gelatine ,19.0,0.85,19.75,6.41,9.15
61,Chromatic India ,0.63,-4.55,1.31,0.53,4.48
0,Infibeam Avenue ,38.85,-1.02,55.9,20.55,5171.14
1,Aditya Vision ,269.9,1.98,269.9,20.6,324.65
2,Praxis Home Ret ,35.4,3.51,62.65,25.5,107.56
3,Bhatia Communic ,69.0,4.55,85.0,60.8,86.35
4,Archies ,10.93,-1.18,15.45,8.12,36.92
5,Nyssa Corp ,5.75,-1.88,6.21,0.38,17.25
6,7NR Retail ,6.33,4.28,20.7,4.4,6.63
7,iStreet Network ,1.35,4.65,2.66,1.01,2.88
0,MOIL ,171.9,4.15,177.75,119.0,4079.67
1,Ashapura Mine ,166.85,8.34,172.0,24.5,1451.36
2,20 Microns ,39.05,1.83,43.7,24.1,137.79
3,Raw Edge Indust ,31.45,-4.98,86.0,31.45,26.36
4,Kutch Minerals ,5.2,-1.89,9.13,1.2,2.73
0,EID Parry ,403.85,16.74,414.0,138.35,7152.28
1,Balrampur Chini ,323.8,16.33,330.0,82.85,6799.8
2,Triveni Engg ,142.2,16.13,145.5,34.7,3437.76
3,Shree Renuka ,13.32,9.99,14.72,4.2,2835.15
4,Bannariamman ,1930.0,10.13,2026.7,800.0,2420.16
5,Dalmia Sugar ,297.3,17.3,304.0,55.0,2406.33
6,Dhampur Sugar ,271.65,19.62,272.5,87.3,1803.42
7,Andhra Sugar ,445.85,15.48,458.0,197.5,1208.57
8,Bajaj Hindustha ,8.72,19.94,8.72,3.77,988.46
9,Dwarikesh Sugar ,50.15,19.55,50.3,16.5,944.33
10,Avadh Sugar,336.05,18.89,339.15,117.65,672.72
11,Uttam Sugar ,158.85,19.35,159.7,53.0,605.82
12,DCM Shriram Ind ,294.0,8.99,299.9,99.0,511.51
13,Vishwaraj Sugar ,128.1,11.29,170.0,55.35,481.09
14,Ugar Sugar Work ,28.6,19.92,28.6,11.65,321.75
15,Magadh Sugar,184.05,9.23,185.35,71.5,259.36
16,KCP Sugar ,21.25,19.99,21.25,11.9,240.94
17,Rana Sugars ,15.55,9.97,15.55,2.6,238.8
18,KM Sugar Mills ,19.85,19.87,19.85,6.09,182.62
19,Ponni Sugars(E) ,211.65,19.68,212.2,113.7,181.99
20,Mawana Sugars ,45.9,4.91,45.9,20.95,179.55
21,Sakthi Sugars ,13.06,19.93,13.06,6.89,155.22
22,Rajshree Sugars ,21.65,4.84,26.0,11.6,60.98
23,India Sucrose ,29.7,20.0,31.75,15.05,45.92
24,Simbhaoli Sugar ,9.68,4.99,9.68,4.85,39.96
25,SBEC Sugars ,7.39,9.97,9.28,3.5,35.22
26,Sir Shadi Lal ,52.4,19.91,55.2,27.6,27.51
27,Dharani Sugars ,7.21,4.95,8.73,3.97,23.94
28,Dhampure Specia ,29.4,20.0,29.4,9.6,23.32
29,Ravalgaon Sugar ,1892.1,5.0,2245.0,1326.0,12.87
30,Thiru Arooran ,8.24,4.97,9.29,2.62,9.32
31,Gayatri Sugars ,2.05,4.59,2.62,0.53,8.96
32,Riga Sugar ,4.84,10.0,5.49,2.92,6.99
0,TATA Cons. Prod ,677.1,0.79,698.05,325.85,62398.27
1,CCL Products ,287.85,7.53,293.8,174.2,3829.21
2,Tata Coffee ,137.6,5.24,139.7,69.35,2569.96
3,Rossell India ,123.5,3.69,178.1,36.75,453.2
4,Jayshree Tea ,85.95,6.77,87.9,33.0,248.2
5,Mcleod ,23.5,3.52,28.45,3.8,245.47
6,James Warren ,138.1,10.0,169.75,66.05,72.4
7,Warren Tea ,53.25,10.71,61.35,36.6,63.64
8,B and A ,155.35,3.57,218.0,102.0,48.16
9,Terai Tea Co ,42.8,4.9,72.45,25.0,29.44
10,Kanco Tea ,43.7,1.04,66.75,25.1,22.39
11,Asian Tea Expo ,16.8,3.7,21.9,5.45,16.8
12,Tyroon Tea ,46.5,1.2,48.95,22.0,15.82
13,Retro Green Rev ,26.05,3.17,30.5,9.85,12.58
14,Cochin Malabar ,56.0,2.75,60.9,41.5,9.92
0,INDUS TOWERS ,260.75,3.25,282.0,156.6,70270.48
1,ITI ,108.0,0.05,151.6,78.8,10082.05
2,AGC Networks ,1580.0,-0.18,1771.0,228.1,5139.56
3,HFCL ,30.7,10.43,34.75,8.7,3943.04
4,Tejas Networks ,187.35,-0.19,221.5,28.5,1746.86
5,Optiemus Infra ,135.2,1.43,207.45,14.9,1160.21
6,Astra Microwave ,117.35,1.56,158.0,57.6,1016.39
7,Vindhya Telelin ,848.0,4.75,980.55,510.0,1004.95
8,GTL Infra ,0.68,4.62,1.28,0.29,849.77
9,Digispice Tech ,32.05,2.23,114.05,4.0,732.01
10,Prabhat Technol ,346.85,-4.01,389.25,278.35,371.35
11,Avantel ,428.9,-0.92,478.9,182.3,173.9
12,ADC India Comm ,202.9,2.47,242.95,114.05,93.33
13,Valiant Comm ,69.1,1.02,76.9,17.1,49.91
14,Maestros Elect ,69.45,6.03,147.5,48.95,38.27
15,Punj Comm ,21.75,1.64,36.75,10.5,26.15
16,Quadrant Tele ,0.28,3.7,0.33,0.19,17.14
17,Aishwarya Tech ,1.61,4.55,3.14,0.93,3.85
0,Bharti Airtel ,558.7,3.98,623.0,394.05,306839.56
1,Vodafone Idea ,8.45,1.08,13.8,3.94,24281.4
2,TataTeleservice ,13.7,-2.07,23.2,2.07,2678.25
3,MTNL ,16.0,-0.31,24.4,6.68,1008.0
4,Reliance Comm ,1.73,9.49,4.33,0.76,478.44
0,Tata Comm ,1104.75,0.43,1365.0,400.0,31485.38
1,Railtel ,119.9,-1.44,189.45,94.0,3848.05
2,NELCO ,201.55,0.25,239.7,155.0,459.9
3,Suyog Tele ,398.05,-1.64,549.0,246.8,404.2
4,GTL ,5.51,0.92,9.13,1.0,86.67
0,Lakshmi Machine ,6269.0,0.54,7850.0,2362.5,6697.17
1,Stovec Ind ,1855.0,-1.34,2314.75,1680.0,387.33
2,Integra Engg ,30.25,-0.82,38.25,18.7,103.59
3,Indian Card ,131.9,1.85,155.0,75.15,78.36
4,Meera Industrie ,71.0,0.0,91.95,30.1,75.82
5,Lakshmi Loom ,60.35,-3.98,68.55,23.6,40.36
6,Veejay Lakshmi ,29.75,4.94,35.65,20.25,15.09
7,HTE ,31.25,-4.87,42.15,11.64,10.43
8,CM ,8.5,-7.1,11.37,3.4,2.74
0,Dhanlaxmi Roto ,24.75,-2.37,39.0,11.19,9.65
1,Garware Synth ,10.16,1.91,10.57,0.8,5.9
2,United Textiles ,4.8,-3.81,8.66,3.14,1.44
3,Chitradurga ,10.6,0.95,10.71,1.14,0.49
0,Vardhman Text ,1191.0,1.14,1333.2,611.05,6863.91
1,RITES ,239.2,0.19,292.9,220.4,5748.02
