,Company Name,Last Price,% Chg,52 wkHigh,52 wkLow,Market Cap(Rs. cr)
7,D & H India ,15.75,1.81,17.99,12.0,11.66
8,Mahavir Ind ,0.67,-4.29,0.92,0.34,1.34
0,Honeywell Autom ,43000.0,-0.55,49805.0,26180.0,38018.55
1,Dixon Technolog ,4246.7,0.97,4588.0,821.73,24872.65
2,Mirc Electronic ,14.29,1.28,15.5,4.48,330.03
3,Videocon Ind ,3.97,1.02,9.18,1.0,132.78
4,Sharp India ,27.4,3.59,44.1,12.8,71.09
5,Salora Inter ,39.0,1.43,45.25,9.5,34.35
6,EuroMult ,1.13,-4.24,2.06,0.53,2.69
0,Olectra Greente ,181.5,-0.19,233.0,53.0,1489.77
1,Centum Electron ,394.1,0.13,490.0,210.55,507.79
2,Hindusthan Urba ,3100.0,-1.76,3699.0,402.05,447.29
3,Swelect Energy ,219.5,6.92,233.9,76.05,332.73
4,Apollo Micro Sy ,102.6,-0.24,155.2,61.7,213.04
5,BPL ,32.5,-4.97,36.95,13.8,158.88
6,Websol Energy ,43.75,9.92,51.0,14.0,136.25
7,Indosolar ,1.82,-2.15,3.38,0.6,67.72
8,SPEL Semiconduc ,13.06,-4.32,19.0,3.37,60.23
9,Surana Solar ,8.99,3.93,14.68,5.19,44.24
10,Ruttonsha Intl ,56.9,3.55,63.55,26.3,39.59
11,Cosmo Ferrites ,26.95,3.26,27.45,3.5,32.42
12,BCC Fuba ,14.41,-1.97,22.31,4.43,22.06
13,Fine-line Circ ,26.8,-4.11,39.85,15.75,12.88
14,Incap ,20.85,4.77,35.35,17.65,10.7
15,Zicom ,1.26,-4.55,3.64,0.83,5.19
16,ContinentContro ,3.7,0.0,4.41,1.65,2.27
0,L&T Technology ,2798.0,2.48,3062.45,1066.45,29391.82
1,ISGEC Heavy Eng ,558.75,3.68,589.75,206.1,4108.46
2,EngineersInd ,72.7,-0.21,93.6,59.55,4086.05
3,Craftsman ,1303.0,-3.06,1530.0,1115.0,2753.02
4,Kennametal ,1039.0,-0.76,1240.0,650.0,2283.54
5,Pitti Engineeri ,64.6,0.78,78.0,20.4,207.04
6,Alphageo ,227.0,3.7,250.0,130.55,144.48
7,Pritika Auto ,14.39,-2.11,23.8,12.1,127.6
8,Mold Tek Tech ,45.45,-1.73,57.4,29.6,127.45
9,Mangal Credit ,58.7,0.77,69.0,32.0,113.37
10,Lokesh Machines ,46.3,0.54,53.25,14.45,82.86
11,Dhruv Consultan ,25.0,4.6,33.25,13.9,35.74
12,Artefact ,31.9,0.0,42.65,22.3,23.21
13,Tarini Int ,17.0,9.32,17.0,2.32,22.1
14,DRA Consultants ,8.76,-2.67,15.6,6.21,9.61
15,GTV Engineering ,23.75,-5.0,39.55,15.45,7.42
16,Lippi System ,8.72,4.93,10.96,6.17,6.1
0,KEC Intl ,400.25,-0.41,486.45,180.25,10289.96
1,Innovators Faca ,37.0,-6.45,50.8,15.65,69.81
2,SKIL Infra ,2.66,4.72,5.59,2.03,57.61
3,Paramone,32.15,4.89,36.15,9.0,48.64
4,GI Engineering ,2.41,4.78,3.15,2.0,2.08
5,Gujarat Bitumen ,2.41,-1.63,2.58,0.28,1.21
0,KEC Intl ,400.25,-0.41,486.45,180.25,10289.96
1,Innovators Faca ,37.0,-6.45,50.8,15.65,69.81
2,SKIL Infra ,2.66,4.72,5.59,2.03,57.61
3,Paramone,32.15,4.89,36.15,9.0,48.64
4,GI Engineering ,2.41,4.78,3.15,2.0,2.08
5,Gujarat Bitumen ,2.41,-1.63,2.58,0.28,1.21
0,Bharat Elec ,130.2,-1.21,154.95,57.75,31724.44
1,BHEL ,53.4,10.56,56.5,20.4,18594.22
2,Thermax ,1503.3,1.61,1520.75,695.0,17912.77
3,AIA Engineering ,1826.35,-1.99,2224.4,1404.05,17226.2
4,GMM Pfaudler ,4196.0,1.03,6913.85,3301.0,6133.5
5,BEML ,1159.95,-0.55,1544.25,534.0,4830.55
6,Praj Industries ,247.4,5.43,251.8,52.7,4533.08
7,HLE Glascoat ,2738.95,4.85,2951.2,696.75,3581.31
8,NESCO ,502.55,1.02,639.0,381.1,3540.97
9,Greaves Cotton ,149.0,2.3,158.0,66.0,3444.98
10,Triveni Turbine ,104.25,4.3,118.0,56.0,3370.46
11,KSB Pumps ,872.55,-1.88,953.4,425.45,3037.16
12,Kirloskar Oil ,185.75,6.08,185.75,94.5,2686.2
13,Forbes Gokak ,1760.55,6.75,1971.0,905.0,2270.87
14,Ion Exchange ,1434.9,1.93,1495.0,599.0,2104.52
15,Kirloskar Bros ,244.6,0.23,285.0,87.0,1942.34
16,Action Const ,146.0,0.38,175.95,31.5,1656.85
17,Balu Forge Indu ,220.0,0.0,229.55,34.5,1509.53
18,Everest Kanto ,126.05,-4.98,162.3,12.9,1414.38
19,Genus Power ,49.75,7.92,59.7,14.0,1280.36
20,Kirloskar Ind ,1300.1,1.17,1620.0,455.0,1262.22
21,Elecon Eng ,96.7,5.22,98.75,18.4,1084.97
22,Salasar Techno,480.05,-1.52,501.0,75.5,685.76
23,Disa India ,4650.0,3.74,5058.0,3265.0,676.21
24,Skipper ,60.4,1.0,74.9,20.15,620.13
25,United Drilling ,300.0,-0.33,376.0,95.1,609.09
26,TAEL ,584.4,1.22,839.0,252.0,574.53
27,Yuken India ,446.0,-0.39,555.0,367.0,535.2
28,Kabra Extrusion ,166.95,1.58,214.85,44.2,532.61
29,Axtel Ind ,297.85,1.22,355.0,78.0,481.17
30,CMI FPE ,840.1,-1.16,1050.0,340.0,414.83
31,Mahindra EPC ,144.0,-2.04,194.65,96.0,400.89
32,Hercules Hoists ,118.15,1.16,138.9,61.05,378.08
33,Intl Conveyor ,45.25,-3.0,52.05,17.8,305.44
34,Bajaj Steel ,577.2,11.67,577.2,77.0,300.14
35,Gujarat Apollo ,214.35,3.15,273.9,121.1,271.41
36,Walchandnagar ,63.75,1.76,80.0,32.25,242.7
37,Eimco Elecon ,335.5,-2.19,423.0,216.85,193.53
38,Windsor ,29.25,-1.85,32.85,10.85,189.93
39,Mazda ,457.0,1.1,639.85,238.7,183.03
40,TIL ,171.8,3.96,204.4,114.05,172.32
41,Artson Engg ,46.4,-0.22,59.95,18.2,171.31
42,Revathi CP ,532.25,0.09,678.75,280.0,163.24
43,Rajoo Engineers ,23.8,2.15,25.75,6.22,146.44
44,Lloyds Steels ,1.56,4.7,1.56,0.41,140.2
45,Sika Interplant ,304.5,1.45,380.0,144.1,129.11
46,DHP ,377.2,0.23,449.0,301.25,113.16
47,Affordable Robo ,109.0,4.96,117.6,19.55,110.96
48,TRF ,97.25,3.73,124.55,61.7,107.02
49,Triton Valves ,895.0,1.57,1199.0,580.05,92.19
50,KGIL ,50.7,19.29,70.95,20.5,91.6
51,BCPL Railway In ,49.8,-0.99,114.6,35.0,83.28
52,Birla Precision ,11.75,1.47,12.3,4.5,76.69
53,Patels Airtemp ,143.25,-0.73,169.7,75.0,72.63
54,Pradeep Metals ,40.0,3.9,68.45,27.4,69.08
55,Kilburn Engg ,22.25,3.49,26.4,12.08,62.76
56,Shilp Gravures ,100.9,-2.04,118.7,36.0,62.05
57,Bemco Hydraulic ,273.55,4.99,291.55,55.25,59.82
58,Josts Engineers ,575.0,3.03,836.8,461.0,53.64
59,Batliboi ,18.0,3.75,20.0,6.15,51.69
60,TandI Global ,96.55,-0.05,118.9,51.5,48.93
61,Alfred Herbert ,630.0,6.46,660.0,490.0,48.6
62,Tayo Rolls ,46.95,4.92,58.5,24.5,48.18
63,Duncan Eng ,124.0,12.01,148.7,77.0,45.83
64,Intl Combustion ,189.95,5.5,199.0,91.25,45.4
65,Fluidomat ,87.6,5.54,129.9,55.5,43.16
66,KPT Industries ,118.95,2.32,132.0,41.85,40.44
67,Manugraph Ind ,11.07,-0.54,15.36,6.5,33.67
68,ITL Industries ,102.0,2.46,130.0,43.0,32.68
69,Loyal Equip ,28.7,-2.71,40.5,25.15,29.27
70,Hind Everest ,180.0,-2.7,202.7,69.85,28.93
71,Cenlub ,60.5,-1.47,67.95,26.0,28.21
72,GG Dandekar ,53.8,1.99,62.5,25.05,25.62
73,ATV Projects ,4.49,0.45,7.14,2.75,23.85
74,Mauria Udyog ,14.66,-0.14,22.7,8.38,19.53
75,Akar Auto Indus ,16.9,-1.46,22.8,13.02,18.23
76,Nitin Fire Prot ,0.6,0.0,0.86,0.34,17.54
77,Brady and Morri ,76.8,4.99,118.4,49.65,17.28
78,Amba Enterprise ,13.33,9.62,18.98,8.21,16.88
79,Atam Valves ,39.95,-0.13,41.0,29.5,16.48
80,Advance Meter ,9.93,3.98,10.98,6.3,15.95
81,Polymechplast ,31.95,3.06,38.8,16.55,15.28
82,Rapicut Carbide ,27.5,7.21,31.45,20.0,14.77
83,Envair Electro ,30.0,1.69,39.95,16.3,13.92
84,Bil Energy ,0.55,-3.51,1.77,0.47,11.63
85,Solitaire Mach ,25.0,-1.77,29.3,15.5,11.36
86,Rishi Laser ,11.9,4.57,14.75,4.6,10.94
87,Hawa Engineers ,30.0,0.0,37.85,16.85,10.58
88,Medico Intercon ,32.55,5.0,59.3,14.75,10.58
89,Acrow India ,142.0,7.78,175.5,74.9,9.09
90,United Van Hors ,17.9,-4.79,26.8,14.75,8.57
91,Premier ,2.17,4.83,6.13,1.27,6.59
92,Cospower ,43.0,5.39,80.0,37.0,6.45
93,Cranex ,9.54,4.84,13.0,6.37,5.72
94,Saboo Brothers ,9.03,-4.95,22.0,8.05,5.5
95,Redex Protech ,7.27,0.14,8.24,4.83,4.89
96,Yashraj Contain ,2.37,3.95,3.36,1.92,4.03
97,IO System ,1.73,-3.89,3.4,1.51,2.92
98,Hittco Prec ,3.35,-4.83,6.12,2.78,2.06
0,Bharat 22 ETF ,35.4,-0.95,38.75,22.0,14269.4
1,CPSE ETF ,23.15,0.22,24.75,15.7,3979.74
2,MOSt NASDAQ 100 ,1024.25,0.16,1042.65,632.01,472.05
3,MOSt M50 ETF ,143.0,-1.17,156.0,85.06,431.94
4,MOSt M100 ETF ,25.5,-0.39,26.23,13.13,112.27
5,SBI MF ETF ,512.0,-0.2,567.0,315.0,57.03
6,IPRU NF100 ETF ,160.17,0.07,194.87,97.91,30.67
7,R ETF Nifty 100 ,150.5,-1.63,170.0,89.81,28.44
8,Edelweiss Nifty ,19150.0,-0.26,19940.0,9208.0,27.48
9,Nippon ETF Ha ,371.85,1.71,389.0,268.0,16.4
0,Sterling Tools ,183.4,-0.76,233.0,105.3,660.68
1,Simmonds-Marsha ,30.7,6.78,49.5,20.0,34.38
2,Lakshmi Prec ,5.2,-0.19,5.73,2.95,5.69
0,Maithan Alloys ,853.65,8.32,853.65,350.5,2485.11
1,Indian Metals ,475.0,7.43,560.1,122.5,1281.41
2,Shyam Century ,5.89,6.51,7.8,2.23,130.86
3,Facor Alloys ,3.38,1.81,4.26,1.04,66.1
4,Balasore Alloys ,6.46,-4.86,13.04,6.46,60.29
5,Nagpur Power ,31.8,4.43,39.4,21.1,41.64
6,Indsil Hydro ,13.5,4.09,19.29,6.3,37.52
7,VBC Ferro ,15.71,4.94,21.35,10.63,26.13
0,Coromandel Int ,730.0,-1.5,880.0,531.0,21416.64
1,Tata Chemicals ,782.85,-1.28,834.0,272.35,19943.6
2,Chambal Fert ,218.55,0.3,267.0,125.0,9096.22
3,Fert and Chem ,113.9,4.07,139.35,38.9,7370.15
4,GNFC ,377.1,4.21,377.1,124.25,5860.84
5,Rashtriya Chem ,72.9,-0.75,100.15,36.25,4021.81
6,GSFC ,94.0,-0.48,107.2,39.15,3745.69
7,NFL ,59.15,1.98,70.05,23.1,2901.77
8,Deepak Fert ,264.3,1.58,276.4,89.75,2713.76
9,Mangalore Chem ,83.7,7.03,92.4,27.5,991.97
10,SPIC ,33.8,12.48,35.3,13.95,688.3
11,Madras Fert ,26.45,3.52,34.9,13.23,426.11
12,Zuari Agro Chem ,88.3,-1.34,123.65,72.0,371.37
13,Nagarjuna Fert ,6.05,4.85,8.06,3.62,361.83
14,Rama Phosphates ,132.2,3.2,166.4,30.0,233.9
15,Zuari Global ,78.4,-0.38,123.3,35.55,230.81
16,Aries Agro ,96.2,7.43,117.8,52.45,125.1
17,Bharat Agri ,163.2,-0.27,188.0,135.5,86.26
18,Basant Agro Tec ,6.98,3.71,8.75,2.64,63.26
19,Shiva Global ,35.0,3.7,54.45,14.65,34.98
20,Indra Ind ,9.98,0.0,11.02,4.38,6.46
0,PVR ,1138.1,0.02,1592.0,706.52,6911.52
1,Saregama India ,1878.25,2.5,1920.0,240.0,3310.98
2,INOX Leisure ,265.7,-2.15,358.55,158.2,2993.42
3,Prime Focus ,67.95,3.42,75.8,17.4,2033.4
4,Tips Industries ,579.95,3.74,579.95,88.7,752.12
5,Balaji Telefilm ,58.65,3.08,101.7,44.0,593.13
6,Media Matrix ,4.41,-2.22,6.6,2.69,499.54
7,Shemaroo Ent ,100.0,0.91,107.35,51.0,271.82
8,UFO Moviez ,71.95,0.84,104.0,64.0,203.98
9,Eros Intl ,21.25,4.68,33.9,13.0,203.71
10,THINKINK PICTUR ,31.5,0.32,35.95,19.6,93.33
11,Cineline India ,31.6,-0.32,51.0,18.15,88.48
12,Jump Networks ,7.47,-4.96,106.1,7.4,74.67
13,Sahara One ,30.9,4.57,37.15,9.36,66.51
14,Pritish Nandy ,44.9,-4.97,61.0,10.67,64.96
15,Galaxy Cloud ,14.45,-4.68,21.28,7.86,64.93
16,Mukta Arts ,28.7,-2.55,38.1,17.25,64.82
17,Cinevista ,10.84,-5.0,16.99,4.41,62.26
18,Baba Arts ,11.4,3.64,12.0,2.81,59.85
19,BAG Films ,2.78,4.91,4.1,1.45,55.02
20,Imagicaaworld ,5.76,1.77,8.78,3.12,50.72
21,Shalimar Prod ,0.49,0.0,0.72,0.49,48.23
22,KSS ,0.19,0.0,0.37,0.19,40.58
23,Pooja Entertain ,64.4,1.34,76.4,14.3,32.2
24,GV Films ,0.33,-5.71,0.52,0.22,30.18
25,DQ Entertain ,0.95,-5.0,2.25,0.95,7.53
26,Interworld ,0.15,0.0,0.16,0.15,7.18
27,City Pulse Mult ,16.35,-4.94,21.65,8.0,5.42
28,Vision Corp ,2.64,4.76,2.64,0.4,5.27
29,Luharuka Media,0.5,0.0,0.89,0.36,4.69
30,Radaan Media ,0.82,1.23,1.48,0.72,4.44
31,Vision Cinemas ,0.61,-4.69,0.9,0.31,4.32
32,Unistar Multime ,3.65,0.0,5.15,0.76,3.65
33,Sungold Capital ,1.04,0.0,1.37,0.5,1.91
34,Kome-On Communi ,0.8,1.27,0.89,0.37,1.2
35,ACE Edutrend ,1.2,0.0,1.6,1.2,1.1
36,Quantum Digital ,3.6,-4.76,3.78,1.27,1.09
37,Universal Arts ,0.87,-4.4,1.44,0.67,0.87
0,HDFC ,2419.0,-0.05,2895.35,1486.45,436374.64
1,LIC Housing Fin ,407.9,0.52,487.5,219.35,20585.2
2,AAVAS Financier ,2285.6,0.57,2672.05,936.1,17943.0
3,HUDCO ,42.55,2.16,54.95,20.65,8518.08
4,Indiabulls Hsg ,178.0,-1.66,263.6,112.85,8229.81
5,Can Fin Homes ,547.0,-5.58,619.0,267.6,7283.53
6,PNB Housing Fin ,369.3,-0.87,475.0,165.25,6214.14
7,Home First ,485.0,-2.49,639.5,441.0,4238.89
8,Repco Home ,329.25,-0.14,377.0,90.75,2059.83
9,GIC Housing Fin ,113.25,0.04,148.8,62.0,609.86
10,Dewan Housing ,14.9,-3.25,43.0,10.93,467.6
11,SRG Housing Fin ,196.0,3.08,240.0,43.7,254.8
12,Reliance Home F ,2.83,4.81,3.5,1.0,137.27
13,Akme Star ,87.0,-2.14,109.0,41.0,136.36
14,India Home Loan ,38.9,-1.52,54.0,27.2,55.56
15,Ind Bank Housin ,29.95,2.92,53.45,12.63,29.95
16,Sahara Housing ,34.75,0.0,55.4,21.1,24.33
17,Parshwanath ,28.5,0.0,28.65,12.16,8.93
18,Vax Housing ,1.04,-4.59,1.5,1.04,1.25
0,Bajaj Finserv ,11047.8,0.08,11299.65,3985.6,175811.87
1,HDFC AMC ,2751.85,-0.76,3358.3,2071.0,58601.8
2,AB Capital ,114.85,0.22,139.6,41.25,27739.47
3,Nippon ,336.1,-1.55,374.5,220.4,20720.73
4,Chola Fin Hold ,574.0,1.16,618.3,222.0,10775.3
5,IIFL Finance ,253.9,-4.89,346.55,58.15,9618.76
6,UTI AMC ,663.85,3.94,663.85,471.1,8416.77
7,Capri Global ,437.0,-2.78,454.85,116.0,7659.97
8,JM Financial ,79.5,-1.24,101.6,55.5,7574.15
9,JSW Holdings ,4016.0,0.34,4299.0,1521.05,4457.61
10,Equitas Holding ,81.95,1.11,101.9,40.35,2800.97
11,Religare Enterp ,85.95,0.29,114.5,21.05,2229.66
12,Pilani Invest ,1686.9,-0.07,2989.95,1230.0,1867.78
13,Centrum Capital ,30.5,0.33,32.75,9.62,1268.9
14,BF Investment ,304.0,1.74,368.4,224.3,1145.1
15,Rane Holdings ,592.8,-0.5,712.75,328.0,846.39
16,Max Ventures an ,55.0,0.46,67.0,26.15,806.43
17,Capital India ,102.6,0.64,177.0,74.1,797.55
18,Nalwa Sons ,1535.0,-0.97,1574.0,527.1,788.4
19,SMC Global Secu ,68.6,-0.29,109.85,65.0,776.1
20,Kalyani Invest ,1564.0,0.18,1750.0,980.05,682.73
21,Authum Invest ,314.15,2.0,421.4,49.85,507.02
22,Oswal Greentech ,17.85,6.25,24.5,8.65,458.4
23,Max India ,65.9,0.76,80.0,10.0,354.45
24,VLS Finance ,89.05,2.71,96.55,32.8,344.29
25,Kiran Vyapar ,101.75,3.83,110.0,45.15,277.62
26,A.K.Capital Ser ,400.0,0.52,418.0,163.3,264.0
27,Systematix Corp ,177.85,0.08,177.85,31.4,230.85
28,Prismx Global ,78.75,0.64,80.35,5.26,223.57
29,Dhunseri Invest ,300.45,3.67,346.1,148.05,183.19
30,Magellanic ,62.55,1.21,79.85,28.9,157.42
31,ILandFS ,4.85,0.62,5.75,2.14,152.31
32,Welspun Invest ,407.95,1.32,513.35,153.0,149.08
33,Oswal Agro ,10.21,9.55,16.2,5.5,137.05
34,Paul Merchants ,1120.0,0.67,1948.0,740.0,115.14
35,Apollo Finvest ,280.0,0.29,555.0,158.9,104.47
36,Aarnav Fashions ,67.2,5.0,96.25,38.0,100.83
37,East West ,8.9,-2.41,13.7,7.2,97.51
38,LKP Finance ,74.0,-3.27,139.0,46.4,93.01
39,Maha Rasht Apex ,65.4,-2.39,108.95,48.45,92.16
40,Vibrant Global ,36.9,1.93,38.4,15.95,84.53
41,Ganges Securiti ,65.4,3.07,84.9,20.75,65.42
42,Shriram Asset ,102.95,1.93,110.0,40.9,61.77
43,Garnet Intl ,30.15,4.87,44.65,21.05,59.2
44,PMC Fincorp ,1.13,-4.24,1.42,0.19,57.52
45,Palash Securiti ,56.15,4.95,61.7,18.25,56.17
46,Indo Thai Secu ,53.1,4.94,62.6,11.7,53.1
47,Superior Finlea ,156.5,-0.03,157.5,30.15,46.97
48,Tamboli Capital ,47.15,-6.73,62.8,24.55,46.77
49,Times Guaranty ,50.1,-4.93,64.45,18.8,45.06
50,Avonmore Cap ,18.3,-0.81,22.5,7.13,44.42
51,Keynote Finance ,55.7,-8.99,115.95,32.7,39.09
52,Tilak Ventures ,2.82,-2.08,4.95,1.4,36.23
53,Pioneer Invest ,28.5,0.18,38.0,20.8,35.05
54,Jindal Poly Inv ,32.45,0.0,32.55,7.85,34.11
55,Wallfort Fin ,34.0,1.04,38.95,14.55,32.94
56,Stanrose Financ ,81.7,-0.55,101.35,60.35,32.42
57,Zodiac Ventures ,8.18,2.0,15.12,3.75,30.5
58,Narendra Invest ,72.35,1.97,83.65,8.54,27.64
59,Titan Secu ,11.0,-0.27,11.97,2.86,27.52
60,HB Portfolio ,23.65,-0.21,27.8,10.0,25.46
61,Yash Manage ,13.1,0.77,17.2,4.0,22.27
62,Trio Mercantile ,3.1,-1.9,8.23,3.05,21.06
63,Sumedha Fiscal ,25.95,8.13,34.4,13.9,20.72
64,Visagar Polytex ,0.67,-1.47,1.91,0.19,19.61
65,SMIFS LIMITED ,34.3,-4.99,46.2,19.0,19.16
66,Yamini Invt ,0.36,-2.7,0.7,0.19,18.93
67,A F Ent ,19.0,1.88,19.0,6.87,18.08
68,Som Datt Fin ,17.8,4.95,21.05,8.96,17.81
69,CNI Research ,1.53,-4.97,2.75,1.25,17.57
70,Walchand People ,57.7,0.96,69.0,35.1,16.76
71,Haryana Capfin ,31.8,4.95,35.2,23.45,16.56
72,Elixir Cap ,28.4,-5.02,39.0,21.0,16.48
73,IM+ Capitals ,46.9,0.32,69.0,17.7,16.42
74,AshirwadCapital ,3.98,2.58,5.35,1.7,15.92
75,Zenlabs Ethica ,23.75,-0.42,38.6,19.15,15.46
76,Alexander Stamp ,17.05,1.79,20.9,9.6,14.73
77,Utique ,2.56,-4.83,3.08,0.81,14.25
78,Sagar Product ,3.37,-4.8,12.34,3.37,13.53
79,BAMPSL Sec ,3.96,-4.81,4.9,0.61,13.48
80,QGO Finance Lim ,18.9,5.0,24.1,10.5,13.14
81,21st Cen Mgt ,12.2,-1.37,15.66,9.51,12.81
82,Ficom Industrie ,30.55,4.98,31.9,9.5,9.17
83,Munoth Fin Serv ,17.45,-4.9,21.4,10.68,8.96
84,Lesha Ind ,1.15,4.55,1.47,0.75,8.5
85,ARUNIS ABODE ,28.0,-6.35,32.85,10.08,8.4
86,Sharp Invest ,0.34,-2.86,0.46,0.15,8.23
87,Jindal Capital ,11.0,-2.65,14.3,3.84,7.93
88,Dalal Street ,238.95,1.98,352.4,186.2,7.53
89,Siel Finan ,6.19,1.98,6.19,1.35,7.02
90,Pan India Corp ,0.32,0.0,0.56,0.19,6.86
91,Odyssey Corp ,1.74,-0.57,1.78,0.66,6.85
92,Bharat Bhushan ,20.0,2.56,23.95,11.65,6.76
93,Svaraj Trading,4.45,4.71,12.26,4.14,6.56
94,Veerhealth Care ,9.4,-1.57,10.79,5.5,6.52
95,Sumeru Ind ,0.9,3.45,1.26,0.57,6.48
96,Real Touch Fin ,4.48,4.92,18.25,3.7,5.69
97,Prism Medico ,9.19,2.0,36.1,8.5,5.57
98,Bervin Invest ,9.0,4.9,12.29,6.27,5.31
99,REGENCY FINCORP ,11.3,1.07,16.45,6.03,4.63
100,Econo Trade ,2.45,0.0,8.9,2.24,4.57
101,Hiliks Tech ,8.35,0.6,14.87,6.45,4.24
102,Provestment ,7.8,4.0,16.79,5.23,3.98
103,Essar Sec ,2.7,-4.93,3.97,1.07,3.86
104,SSPN Finance ,10.03,-4.93,52.6,10.03,3.8
105,GSB Finance ,11.05,4.94,11.05,4.51,3.67
106,Ashari Agencies ,3.95,-4.82,11.0,3.95,3.39
107,Mehta Sec ,10.38,-4.95,13.38,10.38,3.21
108,KLG Capital ,9.88,4.99,15.76,6.77,3.16
109,Aravali Sec ,1.9,-4.52,2.5,1.18,2.88
110,Mehta Integrate ,5.37,1.9,7.36,2.4,2.69
111,Aneri Fincap ,8.4,-0.83,9.35,5.75,2.53
112,Symbiox Invest ,0.78,-1.27,1.3,0.33,2.44
113,Boston Leasing ,3.4,0.0,7.77,1.49,2.35
114,Devine Impex ,2.46,1.65,4.8,1.34,2.34
115,Abirami Finance ,3.8,4.11,7.4,2.55,2.28
116,J.Taparia Proj ,1.38,-1.43,2.13,0.19,2.24
117,Interactive Fin ,6.81,4.93,25.17,4.42,2.05
118,Pankaj Piyush ,50.45,0.7,57.6,28.1,2.02
119,Arihants Sec ,3.98,-4.78,7.48,3.31,1.99
120,JPT Securities ,6.19,-4.92,11.2,5.39,1.86
121,VCK Capital ,1.94,0.0,1.94,1.22,1.76
122,VB Desai Fin ,3.33,4.72,6.1,2.02,1.51
123,Brijlaxmi Lease ,2.46,1.65,2.74,0.41,1.39
124,Classic Global ,0.36,2.86,0.44,0.19,1.32
125,Clio Infotech ,1.19,-1.65,2.5,0.57,1.31
126,V B Industries ,0.91,-2.15,0.93,0.75,1.19
127,Darjeeling Rope ,3.8,-4.04,6.28,3.3,1.16
128,Siddha Venture ,1.13,0.0,12.5,0.95,1.13
129,Shivansh Finser ,0.64,-4.48,2.0,0.4,0.4
0,Bajaj Finance ,5552.95,1.82,5921.75,1783.1,334613.74
1,Muthoot Finance ,1160.5,0.06,1405.0,746.1,46558.78
2,Bajaj Holdings ,3421.0,0.0,3784.8,1850.05,38073.51
3,Shriram Trans ,1302.0,-3.03,1534.9,514.54,32948.61
4,Sundaram Fin ,2513.0,1.52,2883.95,1165.0,27920.4
5,IRFC ,21.05,-1.17,26.6,10.0,27509.21
6,L&T Finance ,86.45,-0.69,113.4,47.25,21348.36
7,M&M Financial ,160.25,-1.23,224.15,76.47,19799.37
8,Manappuram Fin ,148.25,-0.7,187.3,111.35,12547.36
9,Shriram City ,1518.8,7.75,1640.0,617.0,10024.84
10,CreditAccess Gr ,611.0,2.78,839.0,359.1,9506.06
11,Motilal Oswal ,647.8,1.46,742.45,475.7,9498.07
12,IDFC ,51.6,-2.64,58.95,13.41,8237.21
13,Edelweiss ,57.05,-2.31,91.7,34.6,5338.63
14,Tata Inv Corp ,1044.0,1.69,1179.85,655.35,5282.15
15,Spandana Sphoor ,615.8,2.93,830.0,404.25,3960.55
16,Indostar Capita ,306.3,1.01,412.0,238.1,3789.86
17,Magma Fincorp ,116.4,-1.73,142.5,12.7,3138.34
18,Paisalo Digital ,625.0,0.86,877.0,144.3,2643.26
19,Bengal & Assam,1380.0,3.39,1674.9,1060.0,1558.89
20,PTC India Fin ,16.95,-0.59,24.3,8.3,1088.67
21,Balmer Invest ,452.1,-1.25,525.55,295.0,1003.54
22,PNB Gilts ,51.75,-0.77,61.45,24.1,931.55
23,Best Agrolife ,380.45,-7.46,837.55,181.05,838.21
24,Niyogin Fintech ,79.85,-4.49,96.35,21.8,746.61
25,Ugro Capital ,102.6,-1.72,155.0,70.0,723.62
26,Satin Credit ,86.1,-1.66,112.65,43.07,620.1
27,Muthoot Cap ,372.65,-0.52,511.75,255.3,612.92
28,Summit Sec ,520.0,-1.89,625.0,264.55,566.89
29,The Investment,108.0,-1.55,178.0,84.2,556.42
30,Finkurve Fin ,43.4,-1.48,65.0,27.4,550.56
31,Vardhman Hold ,1709.0,0.12,2146.7,901.05,545.43
32,Sasta Sundar ,156.0,-4.53,189.4,59.0,496.24
33,Arman Financial ,551.8,-0.69,815.0,287.3,468.39
34,Gloster ,659.0,-4.49,738.9,375.0,360.58
35,SREI Infra ,6.95,-3.34,10.15,3.7,349.65
36,Rel Capital ,10.81,4.95,14.71,5.96,273.18
37,SIL Invest ,197.5,5.53,229.0,98.1,209.27
38,Saraswati Comm ,1949.65,-2.0,2703.9,199.75,195.15
39,Ind & Prud Invt ,1145.0,-0.11,1250.0,763.0,191.88
40,BNK Capital ,187.6,-0.4,189.9,50.4,187.6
41,Mercantile Vent ,15.2,0.2,18.15,4.07,170.12
42,Nahar Capital ,101.55,1.45,129.9,50.5,170.06
43,Jaykay Enter ,37.5,1.9,43.95,2.41,163.14
44,CSL Fin ,235.5,-3.86,307.0,141.2,145.28
45,Capital Trust ,84.15,-0.65,153.85,50.0,137.68
46,Moneyboxx Finan ,66.5,0.83,84.35,42.85,133.54
47,Sangam Renewabl ,63.2,-4.96,83.65,7.42,131.55
48,Industrial Inv ,54.15,-4.24,87.5,48.3,122.09
49,Anjani Foods ,217.9,4.26,244.9,6.94,121.8
50,Coral India Fin ,26.85,8.92,35.16,11.65,108.21
51,Sakthi Finance ,14.56,4.0,19.4,12.05,94.21
52,Master Trust ,41.95,-1.87,51.6,11.35,91.25
53,Shardul Sec ,49.0,-1.01,66.5,27.25,85.74
54,Starteck Financ ,79.0,9.8,109.1,41.9,78.29
